playerID,yearID,lgID,POS,gold_glove
motteta01,2016,AL,3B,1
castrro01,2023,NL,SS,1
contrwi01,2019,NL,OF,1
payamjo01,2021,AL,P,2
saladty01,2016,AL,SS,1
smolija01,2014,AL,OF,1
doylebr02,2023,NL,OF,1
pazosja01,2017,AL,P,1
anderch01,2017,NL,P,1
napolmi01,2015,AL,1B,2
penara02,2014,NL,3B,1
romerst01,2014,AL,OF,1
lasorjo01,2023,AL,P,1
johnspi01,2020,NL,P,1
sogarer01,2019,AL,OF,1
cruzto03,2014,NL,C,1
suareeu01,2020,NL,3B,1
thomptr01,2018,AL,OF,2
gsellro01,2019,NL,P,1
karnsna01,2014,AL,P,1
oteroda01,2018,AL,P,1
popza01,2023,AL,P,1
flahery01,2016,AL,P,1
junisja01,2018,AL,P,1
marloca01,2023,AL,OF,1
senzaan01,2017,NL,P,1
yateski01,2020,NL,P,1
leonedo01,2023,AL,P,2
perdoge01,2022,NL,2B,1
castehu01,2020,AL,P,1
grimmju01,2015,NL,P,1
motteta01,2018,AL,P,1
jonesda07,2021,NL,P,1
whitlch01,2018,NL,P,1
cronke01,2020,NL,1B,1
tayloch03,2017,NL,2B,1
roberda10,2020,NL,2B,1
betande01,2021,NL,P,1
harrimi03,2015,NL,P,1
akiyash01,2020,NL,OF,1
buterdr01,2016,AL,C,1
goodyni01,2018,AL,P,1
mckinza01,2023,AL,SS,1
rominau01,2020,AL,C,1
millswy01,2021,AL,P,1
grossro01,2015,AL,OF,1
mearsni01,2021,NL,P,1
bemboan01,2021,AL,C,1
desmoia01,2014,NL,SS,1
hanigmi01,2018,AL,OF,1
devench02,2022,NL,P,2
flahery01,2016,AL,OF,1
almonab01,2015,NL,OF,1
ticety01,2021,AL,P,1
dalbebo01,2023,AL,3B,1
florewi01,2022,NL,3B,1
arencjp01,2014,AL,C,1
gonzama02,2021,AL,P,1
clippty01,2017,AL,P,3
sanchhe01,2014,NL,1B,1
walkene01,2014,NL,2B,1
aquinar01,2020,NL,OF,1
canhama01,2023,NL,3B,1
norride01,2015,NL,C,1
perezhe01,2019,NL,2B,1
kozmape01,2014,NL,SS,1
lakintr01,2021,AL,P,1
warread01,2017,AL,P,1
bednada01,2021,NL,P,1
gregodi01,2014,NL,SS,1
perezol01,2019,AL,P,1
chishja01,2020,NL,SS,1
dixonbr01,2018,NL,2B,1
braunry02,2014,NL,OF,1
difowi01,2017,NL,SS,1
carmofa01,2016,NL,P,1
buchhcl01,2014,AL,P,1
souzast01,2020,NL,OF,1
friedma01,2019,NL,P,1
kensilo01,2015,AL,P,1
drurybr01,2019,AL,2B,1
mckinbi01,2019,AL,OF,1
solando01,2020,NL,SS,1
alzolad01,2019,NL,P,1
mathije01,2020,AL,C,1
bundydy01,2022,AL,P,1
mejiase01,2019,NL,SS,1
saltaja01,2015,NL,1B,1
smithca02,2017,AL,P,1
stitema01,2015,NL,P,1
dahlda01,2023,NL,OF,1
rojasmi02,2021,NL,SS,1
wootero01,2015,NL,P,1
kellesh01,2018,AL,P,1
stratch01,2022,NL,P,2
tulowtr01,2014,NL,SS,1
rominan01,2017,AL,C,1
maldoma01,2021,AL,C,1
stevean01,2021,NL,OF,1
gibauia01,2023,NL,P,1
walkene01,2018,AL,1B,1
schmica01,2023,NL,SS,1
bakerlu01,2023,NL,1B,1
strawmy01,2022,AL,OF,1
friedma01,2018,NL,P,1
tenajo01,2023,AL,3B,1
robindr01,2019,NL,OF,1
gourryu01,2018,AL,1B,1
lauerer01,2023,NL,P,1
bettsmo01,2017,AL,OF,1
laurera01,2020,AL,OF,1
beninan01,2017,AL,OF,1
noonani01,2015,NL,1B,1
gonzama01,2019,AL,2B,1
ramiryo01,2020,AL,P,1
duvalad01,2014,NL,3B,1
eatonad02,2021,AL,P,1
guilllu01,2023,NL,P,1
pearcst01,2019,AL,1B,1
rasmuco01,2016,AL,OF,1
trumbma01,2017,AL,3B,1
poseybu01,2021,NL,C,1
peralwi01,2021,AL,P,1
manaese01,2021,AL,P,1
dubonma01,2022,NL,SS,1
turneju01,2023,AL,3B,1
perezma02,2014,AL,P,1
straida01,2019,AL,P,1
wolteto01,2018,NL,OF,1
capelco01,2023,AL,OF,1
claibpr01,2017,AL,P,1
darviyu01,2020,NL,P,1
gonzama01,2018,AL,1B,1
astudwi01,2018,AL,P,1
goinsry01,2014,AL,2B,1
gotttr01,2016,NL,P,1
nunezed02,2016,AL,2B,1
oneilty01,2022,NL,OF,1
bukaujb01,2023,NL,P,1
cabrege01,2021,NL,P,1
thorntr01,2019,AL,P,1
norride01,2017,AL,C,1
swarzan01,2019,NL,P,1
hauscmi01,2017,AL,P,1
triggan01,2020,AL,P,1
beckhti01,2015,AL,SS,1
cobbal01,2019,AL,P,1
fowlede01,2015,NL,OF,1
grandya01,2021,AL,1B,1
drewst01,2016,NL,3B,1
holtbr01,2014,AL,2B,1
stripro01,2023,NL,P,1
peterja01,2021,NL,2B,1
swansda01,2016,NL,SS,1
dickeal01,2021,NL,OF,1
jordata01,2015,NL,P,1
teperry01,2023,NL,P,1
callaal01,2015,NL,2B,1
gonzama01,2021,AL,1B,2
cisnejo01,2022,AL,P,1
adriaeh01,2022,NL,P,1
detwiro01,2015,NL,P,1
paredis01,2020,AL,3B,1
nolaaa01,2021,NL,P,1
penaje02,2023,AL,SS,1
pireljo01,2016,NL,2B,1
rossda01,2015,NL,C,1
caminar01,2015,NL,P,1
polanjo01,2014,AL,SS,1
moustmi01,2023,AL,1B,1
mahtomi01,2016,AL,OF,1
maybica01,2019,AL,OF,1
pachecr01,2022,AL,OF,1
toccica01,2018,AL,P,1
baronst01,2018,NL,C,1
azocajo01,2023,NL,OF,1
moylape01,2015,NL,P,1
steelju01,2021,NL,P,1
zuninmi01,2017,AL,C,1
millebr02,2014,AL,2B,1
riverfe01,2016,NL,P,2
jacksdr01,2022,AL,OF,1
andersh01,2021,AL,P,2
bertijo01,2023,NL,SS,1
bleicje01,2018,AL,P,1
henslda01,2022,AL,SS,1
jonesda07,2022,NL,P,1
smeltde01,2022,AL,P,1
nunezed02,2019,AL,P,1
solakni01,2022,AL,OF,1
toroab01,2019,AL,3B,1
weathry01,2022,NL,P,1
tabatjo01,2015,NL,OF,1
arraelu01,2023,NL,2B,1
odorija01,2022,NL,P,1
lowebr01,2022,AL,2B,1
brossmi01,2023,NL,1B,1
magnida01,2017,AL,P,1
lavarry01,2021,AL,C,1
perezhe01,2020,NL,OF,1
grillja01,2016,NL,P,1
rondobr01,2015,AL,P,1
torrero01,2021,NL,OF,1
ginkeke01,2021,NL,P,1
alexaty01,2023,AL,P,1
gordoni01,2022,AL,OF,1
johnske05,2015,NL,2B,2
workmbr01,2019,AL,P,1
forteni01,2021,NL,C,1
biddlje01,2019,AL,P,2
bumgama01,2018,NL,P,1
davidtu01,2023,AL,P,2
mccauda01,2021,AL,P,1
pomerdr01,2014,AL,P,1
headlo01,2022,AL,P,1
choosh01,2019,AL,OF,1
herreke01,2019,AL,P,1
croncj01,2023,NL,1B,1
hollama01,2014,NL,P,1
johnske05,2014,AL,3B,3
nunezed02,2017,NL,SS,1
suareal01,2016,NL,P,1
jeffery01,2020,AL,C,1
rosalad01,2017,AL,2B,1
anderco01,2019,AL,P,1
dysonja01,2019,NL,OF,1
nichobr01,2016,AL,C,1
detmere01,2021,AL,P,1
marquge01,2016,NL,P,1
ramirye01,2021,NL,P,1
nunezdo01,2022,NL,C,1
santada01,2017,AL,OF,1
pradoma01,2014,AL,OF,1
chargjt01,2021,AL,P,2
lopezni01,2023,NL,1B,1
straida01,2014,NL,P,1
scottta02,2023,AL,P,2
mcgowke01,2017,NL,P,1
stephro01,2020,NL,P,1
seageco01,2015,NL,SS,1
dalbebo01,2022,AL,SS,1
nievewi01,2015,NL,1B,1
thorntr01,2022,AL,P,1
vargaja01,2018,NL,P,1
harvehu01,2020,AL,P,1
hernaen02,2014,AL,SS,1
mercejo03,2014,NL,SS,1
singljo02,2023,NL,1B,1
eickhje01,2019,NL,P,1
freemfr01,2017,NL,1B,1
mckinza01,2023,AL,P,1
valerbr01,2018,NL,3B,1
torrero01,2017,AL,OF,1
whitety01,2018,AL,1B,1
baezja01,2015,NL,2B,1
wittgni01,2017,NL,P,1
schwifr01,2021,NL,1B,1
flaheja01,2023,NL,P,1
pintore02,2023,AL,C,1
yarbrry01,2023,NL,P,1
daviswa01,2020,NL,P,1
darviyu01,2017,AL,P,1
mondera02,2018,AL,SS,1
uriasju01,2019,NL,P,1
plutkad01,2018,AL,P,1
broxtke01,2016,NL,OF,1
arroych01,2020,AL,SS,1
danksjo02,2015,NL,OF,1
tejadru01,2019,NL,3B,1
howeljp01,2016,NL,P,1
lugose01,2016,NL,P,1
garream01,2022,AL,P,1
krameke01,2018,NL,2B,1
rominau01,2016,AL,1B,1
utleych01,2016,NL,2B,1
parrage01,2019,NL,OF,2
doziebr01,2019,NL,2B,1
krehbjo01,2021,AL,P,2
reyespa01,2018,NL,2B,1
rosalad01,2014,AL,2B,1
grayso01,2023,AL,P,1
matonni01,2022,NL,OF,1
gutievl01,2022,NL,P,1
willije02,2014,NL,P,1
arauzjo01,2020,AL,3B,1
richatr01,2020,AL,P,1
frazito01,2018,NL,3B,1
guerrma02,2014,AL,P,1
lockean01,2020,NL,P,1
castilu02,2019,NL,P,1
diazal02,2023,AL,2B,1
verlaju01,2022,AL,P,1
davieza01,2020,NL,P,1
hagerja01,2022,NL,2B,1
escobal02,2021,NL,SS,1
nerishe01,2019,NL,P,1
buchhcl01,2017,NL,P,1
aquinja01,2017,AL,P,1
belisma01,2018,AL,P,2
brothre01,2018,NL,P,1
casalcu01,2022,AL,C,1
gillaco01,2015,AL,2B,1
barrefr02,2020,AL,3B,1
fienca01,2017,AL,P,1
kivlepa01,2018,NL,OF,1
hoytja01,2016,AL,P,1
lucrojo01,2016,AL,C,1
rogerjo01,2018,AL,P,1
crowewi01,2023,NL,P,1
fermijo01,2023,NL,3B,1
vizcaar01,2017,NL,P,1
luetglu01,2022,AL,P,1
sogarer01,2021,NL,1B,1
adducji02,2014,AL,1B,1
almonab01,2019,NL,OF,1
gurkaja01,2015,NL,OF,1
tatedi01,2019,AL,P,1
wadety01,2020,AL,SS,1
ackledu01,2015,AL,1B,1
urenajo01,2021,AL,P,1
arciaor01,2022,NL,SS,1
diazal03,2022,NL,P,1
kingesc01,2021,NL,3B,1
taylomi02,2022,AL,OF,1
herredi01,2018,NL,2B,1
arauzjo01,2022,AL,SS,2
valdeen01,2023,AL,SS,1
tilsoch01,2016,AL,OF,1
rodried05,2017,AL,P,1
arroych01,2018,AL,3B,1
mcneije01,2021,NL,3B,1
mcneije01,2022,NL,3B,1
phillbr02,2021,AL,OF,1
swarzan01,2016,AL,P,1
rodrijo06,2019,AL,P,1
gillalo01,2022,AL,P,1
espinda01,2015,NL,3B,1
olsonma02,2017,AL,1B,1
gomezmi01,2018,NL,2B,1
stroppe01,2014,NL,P,1
hesslke01,2015,NL,P,1
profaju01,2018,AL,3B,1
klubeco01,2017,AL,P,1
winklda01,2018,NL,P,1
bensowi01,2022,AL,OF,1
lylesjo01,2019,NL,P,2
parrage01,2016,NL,1B,1
poseybu01,2018,NL,1B,1
contrwi01,2019,NL,C,1
cartech02,2015,AL,1B,1
grichra01,2019,AL,OF,1
lemahdj01,2020,AL,1B,1
rossty01,2016,NL,P,1
woodbl01,2016,NL,P,1
francje01,2014,NL,P,1
fieldjo03,2015,AL,P,1
sosaed01,2023,NL,2B,1
nodary01,2023,AL,1B,1
chapmke02,2015,AL,P,1
zuniggu01,2023,NL,P,1
shawbr01,2015,AL,P,1
estrama01,2017,AL,P,1
alcanar01,2017,NL,OF,1
peraljh01,2014,NL,SS,1
bourju01,2018,NL,1B,2
gonzama01,2018,AL,OF,1
saladty01,2017,AL,1B,1
pannoth01,2023,NL,P,1
vieirth01,2023,NL,P,1
beckhgo01,2017,AL,SS,1
anderdr02,2021,AL,P,1
johnsji04,2017,NL,P,1
cloydty01,2017,AL,P,1
smithdo02,2018,NL,1B,1
stantmi03,2015,NL,OF,1
bedroca01,2021,NL,P,2
rominau01,2019,AL,C,1
bednada01,2020,NL,P,1
guerrju02,2021,AL,P,1
lewisro02,2023,AL,SS,1
mckenry01,2021,AL,2B,1
fermifr01,2023,AL,C,1
pennybr01,2014,NL,P,1
martich02,2014,NL,P,1
mckinza01,2023,AL,3B,1
feathta01,2015,AL,3B,1
buxtoby01,2021,AL,OF,1
doziebr01,2015,AL,2B,1
barneau01,2017,NL,2B,1
pareden01,2022,AL,P,1
gamelbe01,2020,NL,OF,1
lopezra02,2017,AL,C,1
sanchca01,2016,AL,SS,1
goodwbr01,2017,NL,OF,1
wheelze01,2014,AL,OF,1
parrage01,2015,AL,OF,1
hahnje01,2017,AL,P,1
plaweke01,2015,NL,C,1
slateau01,2019,NL,2B,1
suzukku01,2018,NL,C,1
descada01,2016,NL,OF,1
goedder01,2014,NL,P,1
ramirca01,2018,AL,P,2
reinhja01,2018,NL,2B,1
rienzan01,2015,NL,P,1
baezsa01,2019,AL,P,1
siscoch01,2017,AL,C,1
tanakma01,2014,AL,P,1
martile01,2017,NL,OF,1
anderch01,2022,NL,P,1
bassich01,2020,AL,P,1
nottija01,2021,AL,1B,1
dalbebo01,2021,AL,SS,1
kangju01,2019,NL,3B,1
bettich01,2015,NL,P,1
netoza01,2023,AL,SS,1
motteta01,2016,AL,1B,1
jennida01,2015,AL,P,1
headlch01,2014,AL,3B,1
federti01,2019,AL,P,1
smithjo09,2023,AL,OF,1
farmebu01,2014,AL,P,1
tuckeky01,2020,AL,OF,1
eshelto01,2021,AL,P,1
dobnara01,2021,AL,P,1
whiteow01,2023,AL,P,1
contrwi02,2022,NL,C,1
valdeph01,2020,AL,P,1
naylojo01,2023,AL,1B,1
shortza01,2023,AL,2B,1
fryerer01,2017,NL,C,1
duvalad01,2021,NL,OF,2
baezpe01,2015,NL,P,1
camarjo01,2020,NL,3B,1
sheetga01,2023,AL,1B,1
martest01,2022,NL,OF,1
mcmahry01,2021,NL,3B,1
mercejo03,2014,NL,OF,1
munozya01,2022,NL,2B,1
wilkest01,2019,AL,OF,1
escobed01,2017,AL,SS,1
kiermke01,2019,AL,OF,1
greench03,2022,AL,P,1
doziehu01,2019,AL,1B,1
herreel01,2015,NL,2B,1
labouja01,2017,AL,P,1
gonzama01,2022,AL,2B,1
singebr01,2020,AL,P,1
ladenty01,2015,AL,3B,1
merryju01,2023,NL,P,1
frankni01,2017,AL,OF,1
locasti01,2021,NL,OF,1
kolarad01,2020,NL,P,1
frazicl01,2017,AL,OF,1
uptonju01,2019,AL,OF,1
albural01,2014,AL,P,1
barneda01,2014,NL,SS,1
barneja01,2021,NL,P,1
lucrojo01,2016,NL,C,1
hardybl01,2019,AL,P,1
goinsry01,2018,AL,SS,1
kawasmu01,2014,AL,SS,1
mcgeeja01,2017,NL,P,1
shielja02,2015,NL,P,1
diazal02,2016,NL,SS,1
palacjo01,2023,NL,OF,1
vothau01,2022,NL,P,1
fiersmi01,2019,AL,P,1
ramosed02,2019,NL,P,1
harrelu01,2016,NL,P,1
duggero01,2019,NL,P,1
chavimi01,2019,AL,1B,1
craigal01,2014,NL,1B,1
matonph01,2019,AL,P,1
ruggiju01,2015,NL,OF,1
reckean01,2015,NL,1B,1
barneau01,2015,NL,C,1
frankni01,2014,AL,OF,1
rosalad01,2014,AL,3B,1
castijo03,2023,NL,P,1
morsemi01,2016,NL,1B,1
thompry02,2021,AL,P,1
crawfbr01,2015,NL,SS,1
kendrho01,2018,NL,2B,1
aybarer01,2016,NL,2B,1
owingch01,2018,NL,3B,1
vaughan01,2021,AL,2B,1
campulu01,2021,NL,C,1
fishede01,2019,AL,OF,2
holtbr01,2017,AL,1B,1
alcanse01,2021,NL,3B,1
vogelda01,2017,AL,1B,1
cozarza01,2019,AL,3B,1
wendejb01,2018,AL,P,1
oltmi01,2014,NL,1B,1
workmbr01,2020,NL,P,1
giambtr01,2021,NL,2B,1
ramsema01,2019,AL,P,1
muncyma01,2020,NL,2B,1
solomja01,2022,NL,P,1
reyesvi01,2022,AL,OF,1
garciad01,2016,NL,OF,1
kratzer01,2015,NL,1B,1
stubbga01,2022,NL,P,1
jonesga02,2014,NL,1B,1
andujmi01,2018,AL,3B,1
holadbr01,2018,NL,C,1
tapiara01,2018,NL,OF,1
webblo01,2023,NL,P,1
zastrro01,2016,NL,P,1
gentrcr01,2018,AL,OF,1
jeffrje01,2016,AL,P,1
billibr02,2014,AL,P,1
kwanst01,2023,AL,OF,1
altavda01,2017,AL,P,1
frierer01,2014,AL,P,1
carraca01,2021,NL,P,1
iglesra01,2015,NL,P,1
vanmejo01,2019,NL,2B,1
gerbejo01,2020,AL,P,1
gomezca01,2015,NL,OF,1
machivi01,2022,AL,2B,1
perezma02,2019,AL,P,1
bregmal01,2018,AL,2B,1
venabwi01,2016,NL,OF,1
bauertr01,2018,AL,P,1
hernate01,2019,AL,OF,1
wilsobr02,2018,NL,P,1
poredaa01,2014,AL,P,1
drabeky01,2014,AL,P,1
shortza01,2023,AL,SS,1
wrighky01,2022,NL,P,1
iwakuhi01,2017,AL,P,1
mesorde01,2015,NL,C,1
peterja01,2014,NL,3B,1
hernaen02,2018,NL,SS,1
magnida01,2016,NL,P,1
adriaeh01,2019,AL,OF,1
arandjo01,2023,AL,2B,1
freemmi01,2021,NL,1B,1
castrha01,2020,AL,3B,1
hernaca04,2022,AL,P,1
chaveje01,2022,AL,P,1
quantca01,2021,AL,P,1
pradoma01,2015,NL,3B,1
simslu01,2017,NL,P,1
toroab01,2023,NL,1B,1
petitgr01,2016,AL,OF,1
goodyni01,2020,AL,P,1
solerjo01,2019,AL,OF,1
gibsoky01,2016,AL,P,1
greenni02,2015,NL,P,1
swihabl01,2018,AL,1B,1
reedco01,2020,NL,P,1
hansoal01,2017,NL,2B,1
henslda01,2022,AL,2B,1
vanmejo01,2019,NL,1B,1
solakni01,2019,AL,3B,1
gomesjo01,2015,NL,OF,1
smithch07,2017,AL,P,1
stephty01,2021,NL,C,1
bradlja02,2023,AL,OF,1
davisbr04,2022,AL,OF,1
dietrde01,2015,NL,2B,1
diazya01,2019,AL,3B,1
roarkta01,2020,AL,P,1
martiru01,2019,NL,C,1
youngal01,2021,AL,P,1
nardian01,2023,NL,P,1
patinlu01,2021,AL,P,1
perezhe01,2021,NL,OF,1
gomesbr01,2015,AL,P,1
hendrky01,2019,NL,P,1
roech01,2017,AL,P,1
hiurake01,2021,NL,OF,1
inciaen01,2017,NL,OF,1
teperry01,2015,AL,P,1
herrejo03,2014,AL,2B,1
diehlph01,2022,NL,P,1
diazis01,2019,NL,2B,1
dubonma01,2023,AL,2B,1
bertijo01,2018,AL,2B,1
colonch01,2016,AL,2B,1
spangco01,2018,NL,P,1
battema01,2022,NL,OF,1
springe01,2017,AL,OF,1
blanktr01,2023,NL,OF,1
jungmta01,2017,NL,P,1
stammcr01,2019,NL,P,1
baezja01,2017,NL,SS,1
garciyi01,2023,AL,P,1
floripe01,2017,NL,SS,1
kipnija01,2018,AL,OF,1
maedake01,2017,NL,P,1
pattosp01,2022,AL,P,1
carpeda01,2014,NL,P,1
gimench01,2017,AL,OF,1
blackch02,2016,NL,OF,1
florera02,2017,AL,OF,1
raganco01,2023,AL,P,2
spande01,2018,AL,OF,2
tayloch03,2022,NL,SS,1
peralwa01,2018,NL,P,1
harpebr03,2021,NL,1B,1
kirilal01,2023,AL,1B,1
luetglu01,2015,AL,P,1
susacan01,2018,AL,C,1
waldejo01,2014,NL,P,1
elmorja01,2016,NL,2B,1
donovbr01,2022,NL,SS,1
travisa01,2019,AL,1B,1
uriasju01,2022,NL,P,1
voitlu01,2017,NL,1B,1
alberha01,2023,AL,P,1
murphda08,2020,NL,1B,1
pindech01,2021,AL,OF,1
teherju01,2015,NL,P,1
elmorja01,2015,AL,SS,1
heinety01,2022,NL,C,1
holtbr01,2021,AL,3B,1
cimbead01,2018,NL,P,1
greench03,2023,AL,P,1
heywaja01,2019,NL,OF,1
adamecr01,2019,NL,2B,1
steveca01,2022,AL,OF,1
skogler01,2019,AL,P,1
kingesc01,2019,NL,SS,1
johnsst02,2016,AL,P,1
berrijo01,2019,AL,P,1
leonsa01,2021,NL,P,1
morenga01,2022,AL,3B,1
holtbr01,2016,AL,SS,1
adamsma01,2016,NL,1B,1
herreod01,2015,NL,OF,1
martest01,2021,AL,OF,1
urshegi01,2019,AL,1B,1
norwoja01,2021,NL,P,1
keuchda01,2019,NL,P,1
baddoak01,2023,AL,OF,1
alvarrj01,2015,AL,P,1
borucry01,2022,AL,P,2
odorro01,2015,AL,2B,1
richaly01,2023,NL,P,1
swarzan01,2021,NL,P,1
petityu01,2015,NL,P,1
haleda02,2014,NL,P,1
phillbr02,2023,AL,OF,1
haderjo01,2020,NL,P,1
muncyma01,2018,NL,OF,1
siegrke01,2016,NL,P,1
torregl01,2019,AL,2B,1
santaan02,2018,AL,OF,1
rojasmi02,2023,NL,SS,1
lylesjo01,2014,NL,P,1
andruel01,2023,AL,SS,1
cainlo01,2018,NL,OF,1
escobed01,2016,AL,OF,1
hernael01,2021,NL,P,1
selskst01,2017,AL,OF,1
flahery01,2018,NL,1B,1
fraziad01,2019,NL,2B,1
garnedu01,2019,AL,1B,1
almoral01,2020,NL,OF,1
kinlety01,2018,NL,P,1
reidfse01,2022,NL,P,1
beimejo01,2014,AL,P,1
higasky01,2020,AL,C,1
moustmi01,2018,NL,3B,1
bauertr01,2019,NL,P,1
gilmase01,2020,AL,P,1
hernaen02,2014,NL,2B,1
smithwi04,2022,AL,P,1
despaod01,2018,NL,P,1
maderlu01,2021,NL,P,1
tylerky01,2021,AL,P,1
boxbebr01,2019,AL,P,1
goodrni01,2017,AL,OF,1
heinesc01,2020,AL,OF,1
machivi01,2021,AL,2B,1
lowebr01,2018,AL,2B,1
wendljo01,2020,AL,SS,1
thaisma01,2020,AL,OF,1
sanchto01,2015,NL,C,1
grahajr01,2016,AL,P,1
bogaexa01,2021,AL,SS,1
graveke01,2018,AL,P,1
gomesya01,2020,NL,C,1
belltr01,2014,NL,P,1
ogandne01,2015,NL,P,1
rosscza01,2019,AL,P,2
aokino01,2017,NL,OF,1
streehu01,2016,AL,P,1
hunteto02,2015,AL,P,1
pujolal01,2019,AL,3B,1
eshelto01,2019,AL,P,1
lambja01,2022,AL,1B,1
mahlety01,2019,NL,P,1
guduare01,2019,AL,P,1
penafr01,2016,AL,C,1
francma02,2014,NL,1B,1
morriak01,2015,NL,P,1
alvarjo02,2022,NL,P,1
bradlja02,2022,AL,OF,2
friaslu01,2021,NL,P,1
alberha01,2016,AL,1B,1
courtry01,2019,AL,OF,1
moorety01,2015,NL,1B,1
santaan02,2020,AL,OF,1
altuvjo01,2017,AL,2B,1
arroych01,2021,AL,SS,1
farquda01,2014,AL,P,1
yelicch01,2014,NL,OF,1
kimkw01,2021,NL,P,1
walkech02,2018,NL,1B,1
vogtst01,2017,AL,OF,1
sogarer01,2020,NL,2B,1
rosalad01,2016,NL,OF,1
duartda01,2022,NL,P,1
rutlejo01,2016,AL,SS,1
goodrni01,2019,AL,SS,1
santira01,2014,NL,2B,1
riverya01,2016,NL,2B,1
stromma01,2019,NL,P,1
kellyjo05,2022,AL,P,1
nootbla01,2022,NL,OF,1
ramirer02,2016,AL,P,1
gonzama01,2014,AL,3B,1
garcija03,2015,AL,P,1
hernace02,2015,NL,3B,1
trompch01,2021,NL,C,1
croneja01,2023,NL,1B,1
hernace02,2018,NL,2B,1
buchtry01,2017,AL,P,1
drurybr01,2021,NL,2B,1
ottavad01,2017,NL,P,1
jacksza02,2023,AL,P,1
kendrho01,2017,NL,1B,2
perezhe01,2016,NL,SS,1
altuvjo01,2016,AL,SS,1
bautijo02,2017,AL,1B,1
hoernni01,2022,NL,SS,1
castran02,2021,AL,P,1
leakemi01,2016,NL,P,1
mazarno01,2016,AL,OF,1
moorety01,2015,NL,P,1
youngja02,2022,NL,OF,1
candeje01,2023,NL,3B,2
wallfo01,2023,NL,OF,1
blanktr01,2021,AL,2B,1
cothaca01,2016,NL,P,1
lopezpa01,2020,NL,P,1
minormi01,2019,AL,P,1
lucasea01,2023,AL,P,1
negrokr01,2015,NL,2B,1
ticety01,2021,NL,P,1
hoskirh01,2021,NL,1B,1
braunry02,2015,NL,OF,1
romerjo01,2022,NL,P,2
belljo02,2017,NL,1B,1
warrear01,2021,NL,P,1
reynoma03,2017,NL,3B,1
rominau01,2022,AL,C,1
bedroca01,2015,AL,P,1
carreez01,2015,AL,OF,1
perezma02,2023,AL,P,1
marshbr02,2022,AL,OF,1
kineris01,2018,AL,SS,1
krameke01,2018,NL,3B,1
espadjo01,2023,NL,P,1
coghlch01,2017,AL,OF,1
hendrry01,2021,NL,P,1
stratch01,2019,AL,P,1
wynnsau01,2022,NL,C,1
mendida01,2022,AL,SS,1
blackpa01,2020,AL,P,1
casteni01,2022,NL,OF,1
machije01,2015,NL,P,1
thaisma01,2022,AL,C,1
darnatr01,2017,NL,2B,1
gonzaer01,2018,AL,1B,1
beckhgo01,2019,AL,3B,1
guerrja02,2020,NL,P,1
profaju01,2023,NL,OF,2
alvared01,2021,NL,3B,1
alvaryo01,2023,AL,OF,1
goinsry01,2017,AL,2B,1
richaga01,2022,AL,P,1
smithjo09,2023,AL,2B,1
jacksau01,2015,AL,OF,1
torrero01,2019,AL,2B,1
beatyma01,2021,NL,1B,1
ellinbr02,2016,NL,P,1
hicksjo03,2022,NL,P,1
perkigl01,2016,AL,P,1
barnhtu01,2015,NL,OF,1
reetzja01,2021,NL,C,1
rhameja01,2019,NL,P,1
rominan01,2021,NL,2B,1
iglesjo01,2016,AL,SS,1
perezhe01,2021,NL,2B,1
volqued01,2016,AL,P,1
beltrca01,2014,AL,OF,1
salech01,2017,AL,P,1
edmanto01,2020,NL,SS,1
longoev01,2023,NL,3B,1
floydga01,2016,AL,P,1
tellero01,2023,NL,1B,1
beckhti01,2019,AL,OF,1
leeza01,2017,NL,P,1
corbipa01,2015,NL,P,1
parrian01,2014,AL,OF,1
ruizes01,2023,AL,OF,1
carpeke01,2023,AL,OF,1
ariasjo01,2014,NL,2B,1
stevean01,2017,NL,OF,1
trammta01,2021,AL,OF,1
urquijo01,2023,AL,P,1
wrighwe01,2015,AL,P,2
arciaor01,2021,NL,OF,1
ariasga01,2022,AL,3B,1
bellico01,2019,NL,OF,1
biggica01,2023,AL,1B,1
bummeaa01,2020,AL,P,1
palacje01,2022,AL,3B,1
rodrima01,2022,NL,P,1
estevca01,2016,NL,P,1
lopezra02,2018,NL,C,1
rengilu01,2023,AL,3B,1
turnbsp01,2021,AL,P,1
klubeco01,2018,AL,P,1
pachejo01,2015,NL,C,1
souzast01,2017,AL,OF,1
campulu01,2022,NL,C,1
blancan01,2015,NL,3B,1
dixonbr01,2019,AL,2B,1
barneau01,2018,NL,2B,1
yacabji01,2022,AL,P,1
rojasjo01,2020,NL,2B,1
gimenan01,2022,AL,2B,1
parkebl01,2017,AL,P,1
cahiltr01,2019,AL,P,1
mengdda01,2017,AL,P,1
colege01,2016,NL,P,1
rojasmi02,2015,NL,SS,1
holloga01,2023,NL,P,1
crawfjp01,2018,NL,3B,1
lowebr01,2021,AL,1B,1
smithaj01,2023,NL,P,1
flemijo01,2020,AL,P,1
colonch01,2017,NL,3B,1
happia01,2018,NL,2B,1
kellyca02,2021,NL,C,1
camarjo01,2023,NL,SS,1
curtiza01,2017,NL,P,1
degeubr01,2021,NL,P,1
wynnsau01,2021,AL,P,1
venezan01,2023,AL,P,1
burdipe01,2022,NL,OF,1
gausmke01,2021,NL,P,1
matzst01,2020,NL,P,1
crawfbr01,2020,NL,SS,1
robsoja01,2021,AL,OF,1
